Store_Dept_Date,Weekly_Sales
14_82_2013-02-01,20616.87
14_83_2013-02-01,10762.95
14_85_2013-02-01,1895.72
14_87_2013-02-01,17505.29
14_90_2013-02-01,88280.39
14_91_2013-02-01,67725.5
14_92_2013-02-01,106479.586
14_93_2013-02-01,61397.44
14_94_2013-02-01,48198.4
14_95_2013-02-01,106479.586
14_97_2013-02-01,21194.61
14_98_2013-02-01,15628.56
14_99_2013-02-01,1100
14_1_2013-02-08,40290.75
14_2_2013-02-08,79353.55
14_3_2013-02-08,15925.8
14_4_2013-02-08,56415.52
14_5_2013-02-08,22634.93
14_6_2013-02-08,3184.51
14_7_2013-02-08,31661.77
14_8_2013-02-08,46178.54
14_9_2013-02-08,11105.61
14_10_2013-02-08,17792.24
14_11_2013-02-08,20855.29
14_12_2013-02-08,3875.12
14_13_2013-02-08,59165.48
14_14_2013-02-08,24022.94
14_16_2013-02-08,2702.18
14_17_2013-02-08,18328.9
14_18_2013-02-08,13361.56
14_19_2013-02-08,2465.33
14_20_2013-02-08,7361.76
14_21_2013-02-08,6759.95
14_22_2013-02-08,19413.77
14_23_2013-02-08,30708.83
14_24_2013-02-08,5943.69
14_25_2013-02-08,11154.37
14_26_2013-02-08,11681.79
14_27_2013-02-08,3249.08
14_28_2013-02-08,1247.3
14_29_2013-02-08,7896.32
14_30_2013-02-08,5211.82
14_31_2013-02-08,3609.04
14_32_2013-02-08,12951.37
14_33_2013-02-08,10759.54
14_34_2013-02-08,20930.32
14_35_2013-02-08,2821.67
14_36_2013-02-08,1924.01
14_38_2013-02-08,106479.586
14_40_2013-02-08,79152.85
14_41_2013-02-08,2936
14_42_2013-02-08,7205.32
14_44_2013-02-08,6555.08
14_46_2013-02-08,44241.27
14_49_2013-02-08,16515.07
14_50_2013-02-08,1941
14_52_2013-02-08,1972.25
14_54_2013-02-08,85.76
14_55_2013-02-08,12225.83
14_56_2013-02-08,2711.36
14_58_2013-02-08,9460
14_59_2013-02-08,549.84
14_60_2013-02-08,360
14_67_2013-02-08,27526.04
14_71_2013-02-08,6790.49
14_72_2013-02-08,106080.28
14_74_2013-02-08,19217.69
14_79_2013-02-08,38579.49
14_80_2013-02-08,29828.6
14_81_2013-02-08,33457.72
14_82_2013-02-08,22728.55
14_83_2013-02-08,10762.95
14_85_2013-02-08,1860.79
14_87_2013-02-08,17505.29
14_90_2013-02-08,102944.9
14_91_2013-02-08,88988.06
14_92_2013-02-08,106479.586
14_93_2013-02-08,56594.74
14_94_2013-02-08,48198.4
14_95_2013-02-08,106479.586
14_97_2013-02-08,21194.61
14_98_2013-02-08,15628.56
14_99_2013-02-08,1535
14_1_2013-02-15,20609.28
14_2_2013-02-15,79667.62
14_3_2013-02-15,16061.89
14_4_2013-02-15,41107.66
14_5_2013-02-15,27694.4
14_6_2013-02-15,3184.51
14_7_2013-02-15,31846.1
14_8_2013-02-15,43886.25
14_9_2013-02-15,14707.99
14_10_2013-02-15,18337.54
14_11_2013-02-15,15628.1
14_12_2013-02-15,5646.39
14_13_2013-02-15,49893.24
14_14_2013-02-15,24230.09
14_16_2013-02-15,5611.28
14_17_2013-02-15,17135.92
14_18_2013-02-15,4146.06
14_19_2013-02-15,2342.98
14_20_2013-02-15,7856.69
14_21_2013-02-15,6270.24
14_22_2013-02-15,23060.71
14_23_2013-02-15,30504.63
14_24_2013-02-15,6092.96
14_25_2013-02-15,8875.85
14_26_2013-02-15,10498.56
14_27_2013-02-15,2567.4
14_28_2013-02-15,1106.83
14_29_2013-02-15,8003.04
14_30_2013-02-15,5211.82
14_31_2013-02-15,2642.35
14_32_2013-02-15,27094.22
14_33_2013-02-15,6931.81
14_34_2013-02-15,18755.55
14_35_2013-02-15,3650.07
14_36_2013-02-15,1027.27
14_38_2013-02-15,106479.586
14_40_2013-02-15,80420.57
14_41_2013-02-15,2183
14_42_2013-02-15,6235.79
14_44_2013-02-15,6555.08
14_46_2013-02-15,31484.59
14_47_2013-02-15,5
14_49_2013-02-15,13591.99
14_50_2013-02-15,3078.5
14_52_2013-02-15,1820.29
14_54_2013-02-15,5
14_55_2013-02-15,13476.46
14_56_2013-02-15,3512.03
14_58_2013-02-15,8770
14_59_2013-02-15,405.69
14_60_2013-02-15,288
14_67_2013-02-15,29106.55
14_71_2013-02-15,7446.77
14_72_2013-02-15,95361.91
14_74_2013-02-15,19217.69
14_79_2013-02-15,35809.94
14_80_2013-02-15,29475.76
14_81_2013-02-15,30650.95
14_82_2013-02-15,22728.55
14_83_2013-02-15,10762.95
14_85_2013-02-15,2237.64
14_87_2013-02-15,17417.27
14_90_2013-02-15,92816.32
14_91_2013-02-15,71425.91
14_92_2013-02-15,106479.586
14_93_2013-02-15,45081.22
14_94_2013-02-15,48198.4
14_95_2013-02-15,106479.586
14_97_2013-02-15,16602.64
14_98_2013-02-15,15628.56
14_99_2013-02-15,700
14_1_2013-02-22,19507.68
14_2_2013-02-22,79407.29
14_3_2013-02-22,15501.97
14_4_2013-02-22,41107.66
14_5_2013-02-22,42071.01
14_6_2013-02-22,3184.51
14_7_2013-02-22,31661.77
14_8_2013-02-22,42001.27
14_9_2013-02-22,9146.4
14_10_2013-02-22,18337.54
14_11_2013-02-22,15628.1
14_12_2013-02-22,5646.39
14_13_2013-02-22,50891.22
14_14_2013-02-22,24022.94
14_16_2013-02-22,5113.59
14_17_2013-02-22,18328.9
14_18_2013-02-22,18868.07
14_19_2013-02-22,2465.33
14_20_2013-02-22,7361.76
14_21_2013-02-22,6759.95
14_22_2013-02-22,23060.71
14_23_2013-02-22,37367.82
14_24_2013-02-22,6092.96
14_25_2013-02-22,8875.85
14_26_2013-02-22,11681.79
14_27_2013-02-22,2567.4
14_28_2013-02-22,1106.83
14_29_2013-02-22,7773.08
14_30_2013-02-22,5211.82
14_31_2013-02-22,2850.7
14_32_2013-02-22,10384.65
14_33_2013-02-22,6419.18
14_34_2013-02-22,20156.94
14_35_2013-02-22,2822.83
14_36_2013-02-22,2399.61
14_38_2013-02-22,106479.586
14_40_2013-02-22,76890.52
14_41_2013-02-22,6256.5
14_42_2013-02-22,6235.79
14_44_2013-02-22,5773.13
14_46_2013-02-22,32152.35
14_49_2013-02-22,14961.25
14_50_2013-02-22,3334
14_52_2013-02-22,1820.29
14_55_2013-02-22,15690.11
14_56_2013-02-22,3941.04
14_58_2013-02-22,8672
14_59_2013-02-22,386.52
14_60_2013-02-22,324
14_67_2013-02-22,8762.66
14_71_2013-02-22,6073.54
14_72_2013-02-22,106080.28
14_74_2013-02-22,16896.59
14_79_2013-02-22,35809.94
14_80_2013-02-22,28653.38
14_81_2013-02-22,30650.95
14_82_2013-02-22,33170.23
14_83_2013-02-22,10762.95
14_85_2013-02-22,1479.99
14_87_2013-02-22,16090.5
14_90_2013-02-22,92816.32
14_91_2013-02-22,84750.62
14_92_2013-02-22,106479.586
14_93_2013-02-22,46358.21
14_94_2013-02-22,48198.4
14_95_2013-02-22,106479.586
14_97_2013-02-22,16602.64
14_98_2013-02-22,15628.56
14_1_2013-03-01,20609.28
14_2_2013-03-01,85526.63
14_3_2013-03-01,16644.63
14_4_2013-03-01,46769.35
14_5_2013-03-01,19577.52
14_6_2013-03-01,4006.29
14_7_2013-03-01,31967.21
14_8_2013-03-01,46769.95
14_9_2013-03-01,16066.82
14_10_2013-03-01,20621.76
14_11_2013-03-01,18894.34
14_12_2013-03-01,4986.37
14_13_2013-03-01,50891.22
14_14_2013-03-01,23356.54
14_16_2013-03-01,9919.7
14_17_2013-03-01,18328.9
14_18_2013-03-01,2411.6
14_19_2013-03-01,2342.98
14_20_2013-03-01,7856.69
14_21_2013-03-01,6429.09
14_22_2013-03-01,18964.7
14_23_2013-03-01,33793.83
14_24_2013-03-01,6398.92
14_25_2013-03-01,11148.96
14_26_2013-03-01,11681.79
14_27_2013-03-01,2567.4
14_28_2013-03-01,1122.32
14_29_2013-03-01,7431.96
14_30_2013-03-01,5211.82
14_31_2013-03-01,2636.1
14_32_2013-03-01,10846.19
14_33_2013-03-01,6931.81
14_34_2013-03-01,21013.77
14_35_2013-03-01,3776.29
14_36_2013-03-01,3397.72
14_38_2013-03-01,106479.586
14_40_2013-03-01,77243.53
14_41_2013-03-01,3199.5
14_42_2013-03-01,7202.71
14_44_2013-03-01,4286.91
14_46_2013-03-01,35152.38
14_47_2013-03-01,7.5
14_49_2013-03-01,13591.99
14_50_2013-03-01,2393
14_52_2013-03-01,1820.29
14_54_2013-03-01,38.92
14_55_2013-03-01,13476.46
14_56_2013-03-01,11748
14_58_2013-03-01,7385
14_59_2013-03-01,549.84
14_60_2013-03-01,684
14_67_2013-03-01,13153.06
14_71_2013-03-01,6951.9
14_72_2013-03-01,85692.15
14_74_2013-03-01,19217.69
14_79_2013-03-01,35809.94
14_80_2013-03-01,29828.6
14_81_2013-03-01,34704.09
14_82_2013-03-01,29336.51
14_83_2013-03-01,10762.95
14_85_2013-03-01,1963.28
14_87_2013-03-01,20822.5
14_90_2013-03-01,88280.39
14_91_2013-03-01,67725.5
14_92_2013-03-01,106479.586
14_93_2013-03-01,56678.01
14_94_2013-03-01,48198.4
14_95_2013-03-01,106479.586
14_97_2013-03-01,20365.4
14_98_2013-03-01,15628.56
14_1_2013-03-08,20609.28
14_2_2013-03-08,85526.63
14_3_2013-03-08,16644.63
14_4_2013-03-08,56415.52
14_5_2013-03-08,29059.19
14_6_2013-03-08,3184.51
14_7_2013-03-08,31967.21
14_8_2013-03-08,45484.78
14_9_2013-03-08,19135.62
14_10_2013-03-08,20406.98
14_11_2013-03-08,15628.1
14_12_2013-03-08,4946.25
14_13_2013-03-08,50891.22
14_14_2013-03-08,23356.54
14_16_2013-03-08,3464.17
14_17_2013-03-08,18328.9
14_18_2013-03-08,5506.53
14_19_2013-03-08,2465.33
14_20_2013-03-08,7361.76
14_21_2013-03-08,6759.95
14_22_2013-03-08,23060.71
14_23_2013-03-08,33793.83
14_24_2013-03-08,5943.69
14_25_2013-03-08,8875.85
14_26_2013-03-08,11681.79
14_27_2013-03-08,2701.84
14_28_2013-03-08,1106.83
14_29_2013-03-08,7763.59
14_30_2013-03-08,5211.82
14_31_2013-03-08,2937.43
14_32_2013-03-08,12708.59
14_33_2013-03-08,6931.81
14_34_2013-03-08,19109.82
14_35_2013-03-08,3776.29
14_36_2013-03-08,4521.99
14_38_2013-03-08,106479.586
14_40_2013-03-08,77259.76
14_41_2013-03-08,6256.5
14_42_2013-03-08,7205.32
14_44_2013-03-08,6555.08
14_46_2013-03-08,35152.38
14_49_2013-03-08,13591.99
14_50_2013-03-08,3532
14_52_2013-03-08,1820.29
14_54_2013-03-08,85.76
14_55_2013-03-08,13476.46
14_56_2013-03-08,8449.78
14_58_2013-03-08,9880
14_59_2013-03-08,549.84
14_60_2013-03-08,360
14_67_2013-03-08,11037.07
14_71_2013-03-08,6790.49
14_72_2013-03-08,106479.586
14_74_2013-03-08,19217.69
14_79_2013-03-08,28966.89
14_80_2013-03-08,29828.6
14_81_2013-03-08,34135.4
14_82_2013-03-08,33170.23
14_83_2013-03-08,10762.95
14_85_2013-03-08,1860.79
14_87_2013-03-08,20100.21
14_90_2013-03-08,88280.39
14_91_2013-03-08,79690.87
14_92_2013-03-08,106479.586
14_93_2013-03-08,53215.31
14_94_2013-03-08,48198.4
14_95_2013-03-08,106479.586
14_97_2013-03-08,20365.4
14_98_2013-03-08,15397.47
14_1_2013-03-15,26241.22
14_2_2013-03-15,80412.19
14_3_2013-03-15,11847.7
14_4_2013-03-15,43421.44
14_5_2013-03-15,29020.12
14_6_2013-03-15,2920.58
14_7_2013-03-15,35587.1
14_8_2013-03-15,43886.25
14_9_2013-03-15,19135.62
14_10_2013-03-15,20406.98
14_11_2013-03-15,14882.91
14_12_2013-03-15,6597.58
14_13_2013-03-15,49893.24
14_14_2013-03-15,23356.54
14_16_2013-03-15,12039.41
14_17_2013-03-15,17135.92
14_18_2013-03-15,5851.28
14_19_2013-03-15,2342.98
14_20_2013-03-15,7856.69
14_21_2013-03-15,6429.09
14_22_2013-03-15,18347.58
14_23_2013-03-15,30719.52
14_24_2013-03-15,6092.96
14_25_2013-03-15,11148.96
14_26_2013-03-15,11681.79
14_27_2013-03-15,2639.33
14_28_2013-03-15,1122.32
14_29_2013-03-15,8003.04
14_30_2013-03-15,5211.82
14_31_2013-03-15,3161.74
14_32_2013-03-15,10846.19
14_33_2013-03-15,7776.73
14_34_2013-03-15,22280.72
14_35_2013-03-15,3441.26
14_36_2013-03-15,4521.99
14_38_2013-03-15,106479.586
14_40_2013-03-15,75439.17
14_41_2013-03-15,3111.5
14_42_2013-03-15,7063.17
14_44_2013-03-15,4461.83
14_46_2013-03-15,31484.59
14_49_2013-03-15,14379.76
14_50_2013-03-15,3314
14_52_2013-03-15,1820.29
14_55_2013-03-15,15212.33
14_56_2013-03-15,7211.15
14_58_2013-03-15,8903
14_59_2013-03-15,405.69
14_60_2013-03-15,255.2
14_67_2013-03-15,13153.06
14_71_2013-03-15,7446.77
14_72_2013-03-15,89565.5
14_74_2013-03-15,19217.69
14_79_2013-03-15,28133.28
14_80_2013-03-15,29475.76
14_81_2013-03-15,30650.95
14_82_2013-03-15,28858.11
14_83_2013-03-15,7476.92
14_85_2013-03-15,2658.73
14_87_2013-03-15,19213.09
14_90_2013-03-15,88422.49
14_91_2013-03-15,71425.91
14_92_2013-03-15,106479.586
14_93_2013-03-15,45081.22
14_94_2013-03-15,48198.4
14_95_2013-03-15,106479.586
14_97_2013-03-15,18232.43
14_98_2013-03-15,14365.6
14_1_2013-03-22,20609.28
14_2_2013-03-22,79407.29
14_3_2013-03-22,11163.27
14_4_2013-03-22,43915.09
14_5_2013-03-22,38207.54
14_6_2013-03-22,3184.51
14_7_2013-03-22,34263
14_8_2013-03-22,42001.27
14_9_2013-03-22,19135.62
14_10_2013-03-22,20227.44
14_11_2013-03-22,46308.6
14_12_2013-03-22,3912.01
14_13_2013-03-22,50891.22
14_14_2013-03-22,23356.54
14_16_2013-03-22,11814.17
14_17_2013-03-22,18328.9
14_18_2013-03-22,18868.07
14_19_2013-03-22,2465.33
14_20_2013-03-22,7361.76
14_21_2013-03-22,7397.13
14_22_2013-03-22,12122.69
14_23_2013-03-22,30504.63
14_24_2013-03-22,6092.96
14_25_2013-03-22,11148.96
14_26_2013-03-22,11681.79
14_27_2013-03-22,2567.4
14_28_2013-03-22,1106.83
14_29_2013-03-22,8003.04
14_30_2013-03-22,5211.82
14_31_2013-03-22,3288.02
14_32_2013-03-22,12708.59
14_33_2013-03-22,6931.81
14_34_2013-03-22,20156.94
14_35_2013-03-22,3951.58
14_36_2013-03-22,2527.75
14_38_2013-03-22,106479.586
14_40_2013-03-22,80326.15
14_41_2013-03-22,3698.97
14_42_2013-03-22,6235.79
14_44_2013-03-22,5773.13
14_46_2013-03-22,44241.27
14_49_2013-03-22,14557.91
14_50_2013-03-22,1784
14_52_2013-03-22,4274.19
14_55_2013-03-22,15665.5
14_56_2013-03-22,4249.6
14_58_2013-03-22,6314
14_59_2013-03-22,386.52
14_60_2013-03-22,255.2
14_67_2013-03-22,9930.17
14_71_2013-03-22,6073.54
14_72_2013-03-22,106479.586
14_74_2013-03-22,16896.59
14_79_2013-03-22,28966.89
14_80_2013-03-22,28228.75
14_81_2013-03-22,30650.95
14_82_2013-03-22,22728.55
14_83_2013-03-22,10762.95
14_85_2013-03-22,2748.94
14_87_2013-03-22,14273.99
14_90_2013-03-22,88422.49
14_91_2013-03-22,84750.62
14_92_2013-03-22,106479.586
14_93_2013-03-22,46358.21
14_94_2013-03-22,48198.4
14_95_2013-03-22,106479.586
14_97_2013-03-22,16602.64
14_98_2013-03-22,14365.6
14_1_2013-03-29,20609.28
14_2_2013-03-29,63491.84
14_3_2013-03-29,11163.27
14_4_2013-03-29,43915.09
14_5_2013-03-29,28832.61
14_6_2013-03-29,4006.29
14_7_2013-03-29,34263
14_8_2013-03-29,43510.64
14_9_2013-03-29,19135.62
14_10_2013-03-29,20227.44
14_11_2013-03-29,17965.81
14_12_2013-03-29,6597.58
14_13_2013-03-29,50891.22
14_14_2013-03-29,23356.54
14_16_2013-03-29,21554.63
14_17_2013-03-29,18328.9
14_18_2013-03-29,22200.7
14_19_2013-03-29,2465.33
14_20_2013-03-29,7361.76
14_21_2013-03-29,7741.48
14_22_2013-03-29,12122.69
14_23_2013-03-29,30504.63
14_24_2013-03-29,6092.96
14_25_2013-03-29,11148.96
14_26_2013-03-29,11681.79
14_27_2013-03-29,2011.89
14_28_2013-03-29,1122.32
14_29_2013-03-29,7431.96
14_30_2013-03-29,5211.82
14_31_2013-03-29,3645.36
14_32_2013-03-29,12708.59
14_33_2013-03-29,7342.09
14_34_2013-03-29,23580.05
14_35_2013-03-29,3951.58
14_36_2013-03-29,2527.75
14_38_2013-03-29,106479.586
14_40_2013-03-29,74040.84
14_41_2013-03-29,4395.97
14_42_2013-03-29,6548.66
14_44_2013-03-29,4778.83
14_46_2013-03-29,42381.47
14_49_2013-03-29,11675.96
14_50_2013-03-29,2375
14_52_2013-03-29,4292.33
14_54_2013-03-29,91.5
14_55_2013-03-29,15665.5
14_56_2013-03-29,5662.28
14_58_2013-03-29,8903
14_59_2013-03-29,386.52
14_60_2013-03-29,255.2
14_67_2013-03-29,12969.7
14_71_2013-03-29,6073.54
14_72_2013-03-29,106479.586
14_74_2013-03-29,16896.59
14_79_2013-03-29,28966.89
14_80_2013-03-29,28856.34
14_81_2013-03-29,25439.92
14_82_2013-03-29,22728.55
14_83_2013-03-29,6033.9
14_85_2013-03-29,2748.94
14_87_2013-03-29,16358.54
14_90_2013-03-29,85001.13
14_91_2013-03-29,74849.07
14_92_2013-03-29,106479.586
14_93_2013-03-29,48564.4
14_94_2013-03-29,48198.4
14_95_2013-03-29,106479.586
14_97_2013-03-29,18232.43
14_98_2013-03-29,14584.25
14_99_2013-03-29,32.43
14_1_2013-04-05,62220.91
14_2_2013-04-05,83932.93
14_3_2013-04-05,16644.63
14_4_2013-04-05,57830.14
14_5_2013-04-05,15747.32
14_6_2013-04-05,4006.29
14_7_2013-04-05,28003.01
14_8_2013-04-05,46769.95
14_9_2013-04-05,17459.97
14_10_2013-04-05,20406.98
14_11_2013-04-05,20243.06
14_12_2013-04-05,6680.31
14_13_2013-04-05,50891.22
14_14_2013-04-05,23356.54
14_16_2013-04-05,30839.71
14_17_2013-04-05,18328.9
14_18_2013-04-05,12835.5
14_19_2013-04-05,2465.33
14_20_2013-04-05,7361.76
14_21_2013-04-05,6759.95
14_22_2013-04-05,17260.48
14_23_2013-04-05,30708.83
14_24_2013-04-05,6398.92
14_25_2013-04-05,10827.25
14_26_2013-04-05,11681.79
14_27_2013-04-05,2639.33
14_28_2013-04-05,1122.32
14_29_2013-04-05,8003.04
14_30_2013-04-05,5211.82
14_31_2013-04-05,2277.19
14_32_2013-04-05,8858.34
14_33_2013-04-05,7943.54
14_34_2013-04-05,18992.98
14_35_2013-04-05,3712.79
14_36_2013-04-05,4099
14_38_2013-04-05,106479.586
14_40_2013-04-05,77243.53
14_41_2013-04-05,2591.08
14_42_2013-04-05,8763.93
14_44_2013-04-05,4850.01
14_46_2013-04-05,41819.67
14_49_2013-04-05,13122.42
14_50_2013-04-05,1942
14_52_2013-04-05,1820.29
14_54_2013-04-05,91.5
14_55_2013-04-05,8445.21
14_56_2013-04-05,6354.92
14_58_2013-04-05,10405
14_59_2013-04-05,427.04
14_60_2013-04-05,360
14_67_2013-04-05,12166.21
14_71_2013-04-05,2134.27
14_72_2013-04-05,91151.99
14_74_2013-04-05,19217.69
14_79_2013-04-05,35809.94
14_80_2013-04-05,33633.06
14_81_2013-04-05,34704.09
14_82_2013-04-05,26203.38
14_83_2013-04-05,7476.92
14_85_2013-04-05,4283.94
14_87_2013-04-05,13682.35
14_90_2013-04-05,88280.39
14_91_2013-04-05,80858.88
14_92_2013-04-05,106479.586
14_93_2013-04-05,61257.31
14_94_2013-04-05,48198.4
14_95_2013-04-05,106479.586
14_97_2013-04-05,21194.61
14_98_2013-04-05,15628.56
14_99_2013-04-05,5
14_1_2013-04-12,41257.36
14_2_2013-04-12,77287.63
14_3_2013-04-12,11887.7
14_4_2013-04-12,46565.82
14_5_2013-04-12,15359.56
14_6_2013-04-12,3827.08
14_7_2013-04-12,36426.6
14_8_2013-04-12,45336.8
14_9_2013-04-12,26628.35
14_10_2013-04-12,20406.98
14_11_2013-04-12,14841.98
14_12_2013-04-12,6389.67
14_13_2013-04-12,50891.22
14_14_2013-04-12,21625.07
14_16_2013-04-12,47384.36
14_17_2013-04-12,18328.9
14_18_2013-04-12,12835.5
14_19_2013-04-12,2465.33
14_20_2013-04-12,7361.76
14_21_2013-04-12,6759.95
14_22_2013-04-12,13522.88
14_23_2013-04-12,30708.83
14_24_2013-04-12,5559.93
14_25_2013-04-12,18045.74
14_26_2013-04-12,10229.82
14_27_2013-04-12,2097.91
14_28_2013-04-12,1122.32
14_29_2013-04-12,8003.04
14_30_2013-04-12,5199.76
14_31_2013-04-12,2277.19
14_32_2013-04-12,9081.25
14_33_2013-04-12,8015.16
14_34_2013-04-12,24438.6
14_35_2013-04-12,4089.91
14_36_2013-04-12,5832
14_38_2013-04-12,106479.586
14_40_2013-04-12,80420.57
14_41_2013-04-12,2936
14_42_2013-04-12,8763.93
14_44_2013-04-12,4461.83
14_46_2013-04-12,31484.59
14_49_2013-04-12,11546.27
14_50_2013-04-12,2534
14_52_2013-04-12,2285.4
14_54_2013-04-12,18
14_55_2013-04-12,12701.92
14_56_2013-04-12,15842.45
14_58_2013-04-12,10405
14_59_2013-04-12,573.48
14_60_2013-04-12,315
14_67_2013-04-12,13454.96
14_71_2013-04-12,2134.27
14_72_2013-04-12,75840.28
14_74_2013-04-12,19217.69
14_79_2013-04-12,35809.94
14_80_2013-04-12,29475.62
14_81_2013-04-12,30650.95
14_82_2013-04-12,25493.36
14_83_2013-04-12,6942.24
14_85_2013-04-12,3934.69
14_87_2013-04-12,14238.59
14_90_2013-04-12,88280.39
14_91_2013-04-12,81990.68
14_92_2013-04-12,106479.586
14_93_2013-04-12,46358.21
14_94_2013-04-12,48198.4
14_95_2013-04-12,106479.586
14_97_2013-04-12,21194.61
14_98_2013-04-12,15628.56
14_99_2013-04-12,40
14_1_2013-04-19,16766.67
14_2_2013-04-19,75491.82
14_3_2013-04-19,10666.89
14_4_2013-04-19,49259.59
14_5_2013-04-19,15359.56
14_6_2013-04-19,3827.08
14_7_2013-04-19,36426.6
14_8_2013-04-19,48336.61
14_9_2013-04-19,26628.35
14_10_2013-04-19,20621.76
14_11_2013-04-19,15206.03
14_12_2013-04-19,6389.67
14_13_2013-04-19,50581.18
14_14_2013-04-19,24577.89
14_16_2013-04-19,47384.36
14_17_2013-04-19,18328.9
14_18_2013-04-19,13.49
14_19_2013-04-19,2465.33
14_20_2013-04-19,7361.76
14_21_2013-04-19,7397.13
14_22_2013-04-19,12669.03
14_23_2013-04-19,30719.52
14_24_2013-04-19,5559.93
14_25_2013-04-19,17671.59
14_26_2013-04-19,9957.88
14_27_2013-04-19,1768.06
14_28_2013-04-19,1122.32
14_29_2013-04-19,7431.96
14_30_2013-04-19,5199.76
14_31_2013-04-19,2277.19
14_32_2013-04-19,9544.82
14_33_2013-04-19,8227.77
14_34_2013-04-19,21232.47
14_35_2013-04-19,4089.91
14_36_2013-04-19,5832
14_38_2013-04-19,106479.586
14_40_2013-04-19,72249.19
14_41_2013-04-19,1186.52
14_42_2013-04-19,10261.55
14_44_2013-04-19,3889.39
14_46_2013-04-19,27264.4
14_49_2013-04-19,11621.44
14_50_2013-04-19,2534
14_52_2013-04-19,2317.13
14_55_2013-04-19,12649.77
14_56_2013-04-19,16130.29
14_58_2013-04-19,8710
14_59_2013-04-19,573.48
14_60_2013-04-19,220
14_67_2013-04-19,10818.89
14_71_2013-04-19,2134.27
14_72_2013-04-19,84652.35
14_74_2013-04-19,15857.37
14_79_2013-04-19,28966.89
14_80_2013-04-19,30902.07
14_81_2013-04-19,35548.17
14_82_2013-04-19,25493.36
14_83_2013-04-19,6031.33
14_85_2013-04-19,3934.69
14_87_2013-04-19,14590.76
14_90_2013-04-19,88422.49
14_91_2013-04-19,85120.3
14_92_2013-04-19,106479.586
14_93_2013-04-19,48564.4
14_94_2013-04-19,48198.4
14_95_2013-04-19,106479.586
14_97_2013-04-19,19143.41
14_98_2013-04-19,14365.6
14_99_2013-04-19,10
14_1_2013-04-26,17954.91
14_2_2013-04-26,76477.54
14_3_2013-04-26,10409.8
14_4_2013-04-26,51592.13
14_5_2013-04-26,29273.07
14_6_2013-04-26,6856.69
14_7_2013-04-26,32442.25
14_8_2013-04-26,58602.16
14_9_2013-04-26,28460.29
14_10_2013-04-26,16815.84
14_11_2013-04-26,15206.03
14_12_2013-04-26,6579.56
14_13_2013-04-26,50581.18
14_14_2013-04-26,24679.37
14_16_2013-04-26,47384.36
14_17_2013-04-26,16384.27
14_18_2013-04-26,381.79
14_19_2013-04-26,1813.87
14_20_2013-04-26,7250.75
14_21_2013-04-26,7397.13
14_22_2013-04-26,16870.19
14_23_2013-04-26,27566.38
14_24_2013-04-26,5559.93
14_25_2013-04-26,15025.51
14_26_2013-04-26,11681.79
14_27_2013-04-26,2413.11
14_28_2013-04-26,1122.32
14_29_2013-04-26,7431.96
14_30_2013-04-26,5369.34
14_31_2013-04-26,2441.38
14_32_2013-04-26,9583.58
14_33_2013-04-26,6259.61
14_34_2013-04-26,22743.76
14_35_2013-04-26,3868.09
14_36_2013-04-26,5832
14_38_2013-04-26,106479.586
14_40_2013-04-26,72664
14_41_2013-04-26,1843.51
14_42_2013-04-26,9495.32
14_44_2013-04-26,4967.22
14_46_2013-04-26,31557.92
14_49_2013-04-26,12776.02
14_50_2013-04-26,2534
14_52_2013-04-26,1820.29
14_54_2013-04-26,8
14_55_2013-04-26,8144.36
14_56_2013-04-26,26056.15
14_58_2013-04-26,3420
14_59_2013-04-26,537.62
14_60_2013-04-26,633.6
14_67_2013-04-26,12583.21
14_71_2013-04-26,2134.27
14_72_2013-04-26,100348.6
14_74_2013-04-26,15525.04
14_79_2013-04-26,28966.89
14_80_2013-04-26,28856.34
14_81_2013-04-26,29501.33
14_82_2013-04-26,20359.88
14_83_2013-04-26,5037.14
14_85_2013-04-26,3934.69
14_87_2013-04-26,15287.48
14_90_2013-04-26,91650.69
14_91_2013-04-26,75022.34
14_92_2013-04-26,106479.586
14_93_2013-04-26,48564.4
14_94_2013-04-26,48198.4
14_95_2013-04-26,106479.586
14_97_2013-04-26,19415.14
14_98_2013-04-26,14584.25
14_99_2013-04-26,30.04
14_1_2013-05-03,17220.18
14_2_2013-05-03,84541.59
14_3_2013-05-03,11545.41
14_4_2013-05-03,51651.07
14_5_2013-05-03,34262.48
14_6_2013-05-03,5954.51
14_7_2013-05-03,35576.18
14_8_2013-05-03,80587.5
14_9_2013-05-03,44314.34
14_10_2013-05-03,56145.61
14_11_2013-05-03,28067.44
14_12_2013-05-03,8028.65
14_13_2013-05-03,59284.48
14_14_2013-05-03,31693.37
14_16_2013-05-03,57507.26
14_17_2013-05-03,15524
14_18_2013-05-03,5
14_19_2013-05-03,16
14_20_2013-05-03,8926.55
14_21_2013-05-03,17730.86
14_22_2013-05-03,17014.72
14_23_2013-05-03,29625.56
14_24_2013-05-03,20000.03
14_25_2013-05-03,14686
14_26_2013-05-03,12083.48
14_27_2013-05-03,4151.96
14_28_2013-05-03,1071.58
14_29_2013-05-03,6557.57
14_30_2013-05-03,5215.7
14_31_2013-05-03,3457.89
14_32_2013-05-03,6278.24
14_33_2013-05-03,10008.5
14_34_2013-05-03,27882.87
14_35_2013-05-03,4763
14_36_2013-05-03,3486
14_38_2013-05-03,91539.95
14_40_2013-05-03,66105.2
